user_id;anime_id;rating
3;20;8
3;154;6
3;170;9
3;199;10
3;225;9
3;341;6
3;430;7
3;527;7
3;552;7
3;813;10
3;1119;7
3;1121;7
3;1122;7
3;1132;8
3;1292;6
3;1313;8
3;1526;7
3;1535;10
3;1564;7
3;1689;8
3;1764;6
3;1943;8
5;24;1
5;30;1
5;22;5
5;15;6
5;17;6
5;18;6
5;20;6
5;45;7
5;6;8
5;47;8
5;57;7
5;63;1
5;67;6
5;68;6
5;132;6
5;136;8
5;137;8
5;138;6
5;139;6
5;150;2
5;152;4
5;166;6
5;170;6
5;174;5
5;185;6
5;186;6
5;189;1
5;190;1
5;195;4
5;199;8
5;205;8
5;223;6
5;225;1
5;232;3
5;240;4
5;241;1
5;245;10
5;248;1
5;249;1
5;250;5
5;263;7
5;264;8
5;265;7
5;268;7
5;269;3
5;272;5
5;288;2
5;292;7
5;335;3
5;344;7
5;371;3
5;379;6
5;390;3
5;392;7
5;406;6
5;442;4
5;443;4
5;448;3
5;481;3
5;482;5
5;487;1
5;508;3
5;517;3
5;527;6
5;528;7
5;534;7
5;550;2
5;552;7
5;709;6
5;760;2
5;761;5
5;813;5
5;846;1
5;861;2
5;874;7
5;896;4
5;898;5
5;903;1
5;905;6
5;914;7
5;918;9
5;936;5
5;981;5
5;987;2
5;1117;7
5;1132;5
5;1138;5
5;1195;1
5;1210;4
5;1253;7
5;1254;7
5;1257;7
5;1313;6
5;1469;5
5;1535;4
5;1559;5
5;1564;5
5;1614;5
5;1668;2
5;1669;2
5;1674;5
5;1689;7
5;1764;6
5;1840;1
5;1887;3
5;1913;8
5;1956;2
7;22;7
7;31;9
7;32;9
7;30;10
7;59;7
7;64;8
7;65;7
7;111;8
7;121;8
7;136;8
7;139;7
7;170;9
7;210;9
7;223;9
7;225;7
7;232;8
7;245;8
7;249;8
7;270;9
7;339;9
7;357;8
7;407;8
7;435;8
7;482;9
7;508;7
7;530;8
7;532;8
7;534;9
7;535;8
7;552;9
7;568;8
7;740;8
7;813;9
7;849;7
7;934;9
7;996;8
7;1138;8
7;1172;8
7;1253;7
7;1254;8
7;1257;7
7;1259;7
7;1313;8
7;1535;9
7;1563;8
7;1575;9
7;1719;7
7;1887;8
7;1889;9
8;269;9
8;355;9
9;1887;8
11;30;5
11;43;7
11;44;7
11;59;7
11;61;4
11;104;9
11;120;6
11;121;7
11;122;6
11;143;7
11;149;5
11;164;8
11;177;7
11;199;10
11;202;9
11;232;6
11;243;4
11;249;9
11;338;10
11;357;7
11;416;10
11;430;6
11;431;8
11;440;10
11;441;9
11;449;6
11;450;7
11;451;6
11;452;9
11;497;7
11;512;5
11;513;9
11;522;7
11;523;8
11;528;7
11;530;7
11;531;7
11;532;7
11;543;6
11;565;6
11;572;7
11;578;10
11;589;9
11;597;7
11;687;4
11;723;7
11;740;7
11;759;8
11;790;8
11;853;7
11;855;6
11;879;7
11;934;8
11;996;7
11;997;7
11;1002;7
11;1032;8
11;1060;8
11;1117;9
11;1118;8
11;1239;7
11;1240;7
11;1709;6
11;1889;8
12;223;8
12;225;6
12;302;9
12;392;9
12;813;9
12;853;9
12;877;9
12;1535;10
12;1562;9
12;1575;10
14;133;6
14;135;8
14;177;8
14;392;8
14;433;9
14;587;8
14;969;7
14;1195;6
14;1689;9
14;1840;7
16;61;8
16;357;5
16;1222;9
16;1535;9
17;6;7
17;43;8
17;47;8
17;30;9
17;19;10
17;32;10
17;66;6
17;114;7
17;121;6
17;164;9
17;199;8
17;205;7
17;226;7
17;227;7
17;228;7
17;245;8
17;256;6
17;268;8
17;323;8
17;339;8
17;413;1
17;430;6
17;431;8
17;437;9
17;468;8
17;486;9
17;543;7
17;570;8
17;578;9
17;664;5
17;759;8
17;770;5
17;777;9
17;849;7
17;889;8
17;932;5
17;934;9
17;949;8
17;1002;8
17;1004;5
17;1033;7
17;1056;5
17;1210;8
17;1379;8
17;1530;8
17;1535;10
17;1575;8
17;1689;9
17;1852;7
17;1889;10
17;1943;7
18;64;9
18;65;9
18;199;9
18;317;10
18;431;10
18;523;8
18;687;9
18;853;8
18;877;10
18;1535;10
19;5;9
19;1;10
19;121;8
19;199;9
19;578;10
19;889;8
19;1033;7
19;1519;7
19;1535;5
19;1575;8
20;193;8
20;243;9
20;249;10
20;325;8
20;819;10
20;853;10
20;1639;9
21;20;8
21;1;9
21;5;9
21;31;9
21;30;10
21;32;10
21;64;8
21;97;8
21;136;8
21;143;5
21;164;9
21;166;7
21;199;10
21;223;7
21;225;6
21;226;8
21;227;9
21;228;8
21;240;9
21;249;8
21;270;9
21;317;7
21;356;8
21;417;4
21;431;9
21;432;8
21;437;10
21;440;8
21;441;8
21;457;10
21;481;7
21;482;3
21;513;9
21;523;9
21;552;8
21;572;9
21;777;8
21;813;8
21;853;8
21;874;6
21;877;9
21;889;9
21;934;8
21;1004;9
21;1132;4
21;1212;7
21;1313;6
21;1361;7
21;1519;9
21;1535;10
21;1575;9
21;1637;6
21;1889;9
21;1943;10
22;457;10
22;853;10
23;1;9
23;48;9
23;5;10
23;45;10
23;96;10
23;223;10
23;245;10
23;249;9
23;257;9
23;288;10
23;298;8
23;392;10
23;400;10
23;449;9
23;450;9
23;451;9
23;452;8
23;469;10
23;481;10
23;482;10
23;527;10
23;530;10
23;532;10
23;552;10
23;687;10
23;696;10
23;740;10
23;763;10
23;764;10
23;813;10
23;857;9
23;874;10
23;1132;10
23;1210;10
23;1239;10
23;1264;10
23;1313;10
23;1502;10
23;1668;10
23;1669;10
23;1675;10
23;1816;10
24;30;8
24;66;9
24;72;7
24;226;7
24;227;8
24;270;9
24;357;8
24;376;8
24;659;9
24;777;9
24;1593;9
24;1696;7
24;1887;7
25;1535;9
25;1575;10
27;356;8
27;479;7
27;1195;9
27;1535;8
27;1575;9
27;1604;9
27;1840;10
28;20;9
28;226;9
28;392;10
29;30;9
29;114;10
29;121;8
29;143;7
29;199;10
29;223;10
29;225;4
29;226;4
29;232;7
29;249;8
29;270;6
29;288;8
29;339;10
29;392;9
29;481;10
29;482;7
29;502;6
29;527;8
29;530;7
29;543;10
29;552;10
29;731;10
29;788;2
29;813;7
29;827;6
29;855;9
29;859;4
29;874;8
29;891;7
29;892;8
29;893;6
29;894;4
29;895;7
29;896;8
29;897;6
29;898;8
29;899;7
29;900;8
29;901;9
29;902;8
29;903;8
29;904;6
29;905;7
29;906;10
29;934;7
29;972;7
29;984;7
29;985;9
29;986;10
29;987;3
29;1132;9
29;1137;9
29;1138;8
29;1254;9
29;1313;6
29;1535;10
29;1668;7
29;1669;6
29;1689;10
29;1710;4
29;1726;6
29;1894;10
30;59;7
30;121;10
30;199;9
30;226;10
30;270;8
30;777;9
30;1535;8
31;15;7
31;356;7
31;523;7
31;1195;7
32;19;7
32;1;10
32;6;10
32;59;6
32;120;10
32;150;9
32;202;10
32;223;10
32;227;9
32;249;10
32;431;10
32;523;10
32;696;7
32;1535;9
32;1829;7
33;15;9
33;269;9
33;857;9
33;1535;10
33;1575;9
33;1686;8
34;1;7
34;32;8
34;20;9
34;30;9
34;147;8
34;225;9
34;269;10
34;390;9
34;392;9
34;813;10
34;1860;8
36;521;8
36;1691;9
37;164;8
37;199;10
37;226;6
37;849;10
37;1195;7
37;1840;8
38;20;6
38;47;7
38;30;10
38;32;10
38;71;3
38;72;1
38;121;6
38;174;4
38;193;5
38;205;7
38;226;9
38;269;8
38;355;8
38;356;6
38;413;1
38;587;9
38;777;10
38;889;8
38;918;7
38;934;9
38;1519;7
38;1535;6
38;1575;10
38;1686;6
38;1691;6
38;1726;6
38;1818;9
39;20;10
39;32;10
39;121;10
39;223;8
39;225;7
39;226;8
39;245;10
39;269;8
39;813;10
39;1535;10
39;1575;10
39;1604;10
39;1887;10
40;18;9
40;185;9
40;186;9
40;187;9
40;205;9
40;226;9
40;237;10
40;245;10
40;356;10
40;821;9
40;822;9
40;849;10
40;853;9
40;934;10
40;1210;7
40;1535;10
40;1689;7
40;1723;10
40;1889;10
41;6;9
41;20;10
41;269;8
41;481;9
41;482;8
41;550;9
41;813;6
41;857;10
41;1498;8
41;1559;9
41;1668;9
42;143;9
42;269;10
42;855;10
43;15;7
43;20;8
43;43;8
43;1;10
43;67;5
43;68;8
43;132;8
43;168;8
43;170;8
43;177;8
43;198;8
43;205;10
43;257;7
43;268;7
43;269;8
43;270;8
43;411;8
43;457;9
43;468;6
43;777;8
43;790;7
43;845;8
43;857;8
43;861;7
43;889;8
43;918;9
43;935;8
43;940;7
43;969;7
43;1195;6
43;1292;7
43;1482;8
43;1498;8
43;1559;8
43;1566;6
43;1575;4
43;1604;9
43;1723;6
43;1726;7
43;1818;8
43;1827;9
43;1840;6
43;1956;6
43;1965;6
44;30;8
44;121;8
44;199;10
44;202;9
44;256;6
44;269;9
44;270;7
44;430;6
44;431;9
44;853;7
44;878;8
44;934;7
44;953;9
44;1023;10
44;1482;5
44;1535;10
44;1575;8
44;1686;8
44;1889;7
45;120;8
45;121;8
45;430;7
45;853;10
45;1498;8
45;1571;9
45;1579;7
46;20;7
46;45;8
46;1;10
46;149;7
46;150;8
46;154;7
46;164;10
46;199;10
46;202;10
46;230;6
46;242;10
46;245;10
46;269;10
46;322;8
46;356;4
46;431;10
46;457;9
46;464;9
46;512;10
46;513;10
46;523;10
46;552;6
46;572;10
46;594;9
46;761;9
46;853;10
46;857;9
46;877;10
46;907;7
46;918;10
46;934;8
46;1004;8
46;1072;10
46;1074;8
46;1210;8
46;1222;8
46;1482;9
46;1532;4
46;1535;10
46;1575;10
46;1604;9
46;1686;8
46;1689;9
46;1818;7
46;1829;10
46;1912;5
47;120;10
47;199;10
47;325;4
47;431;9
47;523;10
47;530;9
47;532;8
47;740;9
47;849;8
47;853;10
47;996;9
47;1239;8
47;1575;9
47;1887;7
48;861;8
48;889;9
48;934;8
48;1519;9
48;1535;9
48;1571;8
48;1575;10
48;1889;8
48;1965;8
50;33;7
50;45;8
50;1;10
50;19;10
50;20;10
50;44;10
50;90;8
50;121;7
50;136;8
50;154;6
50;170;8
50;223;10
50;225;8
50;226;7
50;246;8
50;249;9
50;250;9
50;269;7
50;278;8
50;288;8
50;356;5
50;384;2
50;392;9
50;481;8
50;482;9
50;527;6
50;552;8
50;687;7
50;813;9
50;874;8
50;876;8
50;901;10
50;902;9
50;903;10
50;904;10
50;905;10
50;906;9
50;971;7
50;1132;8
50;1138;7
50;1195;8
50;1254;6
50;1313;7
50;1430;9
50;1482;8
50;1535;8
50;1575;9
50;1604;8
50;1669;7
50;1707;7
50;1744;8
50;1816;8
50;1894;9
51;25;7
51;45;8
51;5;9
51;6;9
51;30;9
51;1;10
51;19;10
51;33;10
51;43;10
51;44;10
51;57;10
51;67;7
51;71;9
51;72;9
51;73;9
51;97;8
51;114;9
51;121;10
51;164;10
51;165;9
51;167;8
51;199;10
51;202;10
51;205;8
51;226;6
51;227;10
51;237;10
51;239;9
51;240;8
51;245;8
51;323;10
51;339;9
51;387;9
51;431;10
51;433;9
51;437;10
51;457;9
51;467;10
51;468;10
51;486;9
51;512;9
51;572;9
51;578;9
51;585;10
51;597;7
51;759;10
51;777;9
51;790;9
51;801;10
51;849;8
51;853;8
51;877;10
51;889;9
51;953;6
51;1023;10
51;1033;10
51;1140;6
51;1210;9
51;1519;9
51;1530;8
51;1535;9
51;1575;10
51;1689;10
51;1818;8
51;1827;9
51;1829;5
51;1943;10
52;15;9
52;57;10
52;759;9
52;889;10
52;1519;10
52;1575;10
52;1604;10
52;1818;8
53;20;6
53;101;8
53;223;5
53;225;3
53;355;7
53;813;4
53;849;8
53;1195;8
53;1530;10
53;1535;7
53;1840;9
55;1;8
55;19;8
55;24;8
55;6;9
55;22;9
55;30;9
55;33;9
55;45;9
55;66;8
55;73;8
55;185;9
55;205;8
55;223;7
55;226;7
55;467;7
55;535;8
55;801;6
55;813;8
55;846;9
55;849;9
55;889;9
55;1519;9
55;1535;7
55;1594;7
56;263;10
56;270;8
56;813;10
56;1292;8
56;1726;6
57;59;8
57;120;10
57;249;10
57;853;8
57;1535;8
58;154;8
58;687;6
58;1535;10
58;1604;10
60;20;9
60;121;10
61;48;6
61;20;7
61;121;8
61;149;6
61;226;8
61;243;7
61;317;9
61;528;8
61;850;7
61;934;9
61;1117;9
61;1119;9
61;1361;8
61;1532;6
61;1726;8
61;1889;7
62;20;7
62;164;8
62;790;9
62;853;7
62;889;9
62;1519;8
62;1535;10
62;1826;5
63;850;9
63;853;8
64;64;9
64;853;9
64;1050;10
64;1281;8
64;1887;10
65;687;8
65;853;9
65;1221;8
66;48;9
66;59;9
66;60;6
66;61;9
66;121;8
66;202;6
66;228;6
66;269;10
66;412;5
66;664;7
66;762;10
66;908;7
66;1535;7
66;1594;7
66;1726;7
67;76;9
68;25;7
68;1;8
68;121;8
68;198;8
68;205;8
68;227;7
68;1535;9
68;1691;6
68;1696;7
69;1535;10
71;121;9
71;205;10
71;237;10
71;523;9
71;578;9
71;849;8
71;853;10
71;1121;9
71;1575;10
71;1579;7
71;1604;9
71;1731;9
71;1943;6
72;1;7
72;20;8
72;199;7
72;392;9
73;19;7
73;30;8
73;71;8
73;72;8
73;73;7
73;101;8
73;164;9
73;199;9
73;355;8
73;356;8
73;416;9
73;431;8
73;457;9
73;513;9
73;523;8
73;572;9
73;578;10
73;790;7
73;849;8
73;877;8
73;934;9
73;1195;7
73;1210;7
73;1222;8
73;1530;8
73;1535;8
73;1575;9
73;1689;8
73;1691;8
73;1818;8
73;1840;7
73;1889;9
74;329;9
74;967;10
74;1050;8
74;1356;10
74;1707;7
75;18;8
75;16;9
75;43;9
75;44;9
75;46;9
75;17;10
75;45;10
75;68;8
75;74;9
75;80;10
75;86;8
75;96;9
75;132;10
75;150;8
75;185;9
75;186;8
75;202;8
75;205;8
75;226;9
75;228;9
75;233;8
75;249;9
75;292;7
75;339;9
75;355;7
75;356;8
75;376;8
75;392;9
75;401;9
75;407;9
75;449;8
75;450;8
75;451;8
75;452;8
75;467;9
75;468;9
75;527;9
75;552;9
75;644;7
75;801;8
75;821;8
75;857;7
75;861;9
75;1023;7
75;1117;9
75;1119;9
75;1120;8
75;1122;8
75;1142;9
75;1236;8
75;1261;7
75;1281;8
75;1292;6
75;1535;10
75;1559;9
75;1562;9
75;1575;9
75;1594;8
75;1675;9
75;1691;8
75;1726;9
76;164;10
76;431;10
76;578;10
76;877;10
77;121;7
77;164;9
77;199;10
77;431;10
77;513;8
77;523;10
77;572;9
77;585;9
77;597;10
77;759;8
77;853;9
77;1210;9
77;1535;8
79;20;9
79;71;8
79;121;9
79;164;10
79;195;9
79;196;8
79;199;10
79;202;9
79;226;9
79;270;9
79;387;10
79;390;9
79;431;9
79;437;8
79;443;8
79;457;10
79;486;10
79;512;9
79;523;9
79;524;8
79;572;10
79;578;10
79;585;9
79;591;5
79;777;10
79;886;5
79;1140;10
79;1212;8
79;1222;7
79;1535;9
79;1571;8
79;1689;10
79;1749;5
80;20;9
80;1;10
80;30;10
80;32;10
80;121;8
80;134;9
80;164;10
80;199;10
80;210;8
80;223;9
80;226;10
80;249;8
80;268;8
80;269;10
80;288;9
80;376;8
80;430;8
80;431;10
80;449;7
80;450;7
80;451;7
80;452;7
80;481;8
80;513;10
80;523;10
80;527;9
80;528;10
80;552;8
80;790;10
80;813;10
80;1117;9
80;1118;9
80;1119;8
80;1120;7
80;1121;6
80;1122;6
80;1210;10
80;1292;10
80;1313;8
80;1469;6
80;1526;7
80;1535;10
80;1668;9
80;1669;9
80;1816;9
80;1894;8
81;1;8
81;6;8
81;121;8
81;226;5
81;227;5
81;269;7
81;437;7
81;731;10
81;777;9
81;853;10
81;1535;5
81;1575;9
81;1690;8
82;30;6
82;138;9
82;918;10
83;634;10
83;819;7
84;121;8
84;199;10
84;408;8
84;430;9
84;528;8
84;908;9
84;1117;10
84;1361;5
84;1535;9
85;223;10
85;356;8
85;481;10
85;527;10
85;777;10
85;1535;8
86;121;10
87;317;7
87;431;10
87;512;7
87;528;10
87;1535;10
87;1689;8
88;20;9
88;121;10
88;223;10
88;225;9
88;226;10
88;376;9
88;430;10
88;481;8
88;527;10
88;528;10
88;550;10
88;813;10
88;1117;10
88;1118;10
88;1119;9
88;1120;9
88;1121;9
88;1122;9
88;1210;9
88;1526;9
88;1535;10
88;1564;10
88;1894;10
91;1535;10
92;457;9
93;412;5
93;857;7
94;60;10
94;199;10
94;226;8
94;270;10
94;272;5
94;412;8
94;529;10
94;861;9
94;1177;6
94;1195;8
94;1571;8
94;1573;9
94;1840;8
95;20;7
95;43;8
95;164;9
95;185;6
95;186;6
95;187;6
95;199;10
95;237;8
95;245;7
95;355;8
95;408;8
95;416;10
95;430;9
95;431;10
95;512;10
95;523;10
95;528;6
95;572;7
95;578;10
95;585;9
95;589;9
95;597;10
95;743;7
95;777;10
95;915;8
95;1030;8
95;1117;6
95;1118;6
95;1210;10
95;1482;7
95;1689;8
95;1829;9
95;1887;10
96;20;10
96;241;9
96;487;8
96;853;9
97;20;6
97;6;8
97;226;7
97;249;7
97;269;9
97;270;9
97;550;5
97;813;9
97;1195;8
97;1412;7
97;1535;10
97;1575;9
97;1691;7
97;1818;8
98;66;10
98;74;8
98;103;6
98;120;7
98;242;9
98;355;9
98;849;9
98;853;9
98;918;9
98;957;10
98;1195;10
98;1535;10
98;1562;10
98;1575;9
98;1691;9
98;1698;8
98;1744;8
98;1887;10
98;1914;9
98;1953;9
99;20;5
99;43;7
99;47;7
99;30;10
99;32;10
99;101;6
99;121;8
99;189;4
99;199;9
99;205;7
99;225;3
99;226;4
99;227;7
99;232;7
99;256;6
99;288;2
99;339;7
99;356;5
99;372;6
99;384;5
99;417;4
99;430;5
99;437;7
99;442;2
99;481;5
99;523;7
99;527;5
99;528;5
99;538;5
99;552;5
99;578;7
99;696;5
99;813;6
99;849;7
99;896;3
99;1117;3
99;1210;6
99;1303;5
99;1313;5
99;1462;5
99;1530;7
99;1535;6
99;1564;3
99;1575;9
99;1689;9
99;1943;7
100;1281;10
101;20;10
101;269;10
102;30;7
102;24;8
102;48;8
102;45;10
102;66;8
102;71;7
102;72;7
102;73;7
102;79;7
102;98;6
102;99;7
102;121;6
102;145;5
102;166;7
102;167;8
102;169;5
102;189;7
102;190;7
102;199;9
102;202;7
102;205;7
102;226;6
102;237;8
102;355;8
102;356;8
102;357;7
102;371;6
102;431;9
102;534;8
102;846;8
102;849;8
102;934;9
102;1195;6
102;1559;8
102;1575;8
102;1840;5
102;1887;7
102;1889;9
103;6;7
103;1;8
103;30;9
103;32;9
103;114;7
103;227;10
104;50;7
104;20;9
104;61;6
104;72;9
104;93;9
104;94;6
104;121;7
104;169;6
104;226;10
104;237;5
104;269;7
104;298;2
104;355;8
104;356;6
104;384;7
104;845;9
104;857;9
104;889;7
104;940;5
104;1519;8
104;1535;10
104;1575;9
104;1691;8
105;24;9
105;59;5
105;121;10
105;228;7
105;241;7
105;276;6
105;481;8
105;487;7
105;550;7
105;846;9
105;934;8
105;974;9
105;1210;9
105;1535;10
105;1594;7
105;1889;9
106;199;9
106;339;5
106;523;7
106;578;7
106;850;5
106;1535;10
107;24;8
107;59;8
107;61;8
107;64;8
107;74;8
107;120;8
107;149;7
107;195;7
107;197;7
107;226;9
107;228;6
107;245;8
107;248;7
107;249;9
107;269;9
107;270;9
107;348;7
107;357;7
107;379;8
107;469;8
107;488;7
107;777;9
107;849;8
107;853;8
107;861;8
107;877;9
107;934;9
107;1195;8
107;1222;8
107;1482;8
107;1498;8
107;1516;7
107;1535;8
107;1579;8
107;1642;8
107;1688;7
107;1728;7
107;1838;9
107;1887;7
107;1889;8
108;6;6
108;20;6
108;44;7
108;45;7
108;53;6
108;57;8
108;59;7
108;60;7
108;61;9
108;68;7
108;90;6
108;121;6
108;132;8
108;133;5
108;136;7
108;137;7
108;147;9
108;150;7
108;177;7
108;189;7
108;202;8
108;226;7
108;245;9
108;263;9
108;267;7
108;270;6
108;355;6
108;389;8
108;587;9
108;807;5
108;813;7
108;845;8
108;857;8
108;889;8
108;918;8
108;940;5
108;969;7
108;1067;6
108;1195;9
108;1292;8
108;1482;9
108;1498;7
108;1519;8
108;1530;10
108;1535;9
108;1536;8
108;1559;7
108;1575;9
108;1606;8
108;1679;5
108;1691;7
108;1726;7
108;1818;7
108;1840;8
108;1860;7
108;1956;6
109;33;6
109;6;9
109;25;9
109;27;9
109;47;9
109;54;5
109;58;8
109;68;7
109;81;6
109;90;8
109;93;9
109;94;9
109;96;10
109;108;6
109;166;9
109;180;9
109;181;9
109;198;7
109;205;10
109;226;8
109;237;9
109;267;7
109;270;8
109;317;6
109;376;7
109;389;7
109;400;7
109;411;9
109;467;9
109;777;9
109;790;6
109;878;7
109;884;6
109;889;9
109;953;9
109;1140;6
109;1194;6
109;1292;7
109;1380;4
109;1682;6
109;1686;8
109;1691;10
109;1726;7
109;1810;5
109;1860;8
110;68;9
110;121;7
110;1535;10
110;1818;6
111;27;8
111;46;8
111;30;9
111;32;10
111;52;7
111;57;7
111;59;7
111;60;7
111;63;4
111;64;7
111;65;8
111;121;8
111;133;4
111;134;9
111;149;7
111;180;7
111;181;8
111;195;7
111;226;3
111;242;8
111;243;8
111;257;7
111;268;7
111;270;7
111;293;8
111;318;7
111;339;9
111;430;8
111;431;9
111;477;7
111;507;8
111;519;7
111;530;8
111;531;8
111;534;8
111;578;9
111;585;9
111;688;7
111;693;7
111;746;7
111;785;8
111;789;7
111;825;7
111;907;8
111;949;9
111;1161;7
111;1250;7
111;1535;7
111;1639;10
111;1689;9
111;1887;8
111;1956;7
112;20;10
112;101;10
112;120;10
112;142;9
112;154;9
112;226;9
112;249;10
112;269;10
112;317;10
112;408;10
112;719;10
112;746;6
112;747;7
112;957;9
112;1216;9
112;1217;5
112;1535;10
112;1691;8
112;1810;2
115;1943;10
116;20;10
116;226;6
116;270;10
116;855;5
116;1562;10
117;245;9
117;777;9
117;1535;9
118;20;7
118;19;9
118;59;6
118;121;7
118;226;8
118;227;7
118;357;8
118;513;9
118;523;8
118;578;8
118;849;6
118;850;5
118;853;9
118;1535;9
118;1562;7
118;1575;8
119;1808;10
120;24;7
120;59;6
120;62;8
120;68;9
120;71;8
120;72;7
120;73;7
120;101;10
120;120;7
120;149;8
120;189;6
120;205;7
120;226;10
120;227;7
120;260;7
120;270;7
120;291;8
120;379;3
120;390;8
120;391;9
120;419;8
120;713;10
120;777;9
120;846;7
120;849;8
120;853;8
120;974;5
120;1015;7
120;1535;9
120;1723;10
120;1726;8
120;1887;5
121;849;9
121;1535;10
122;6;9
122;68;9
122;71;10
122;72;10
122;73;8
122;121;8
122;204;9
122;226;8
122;430;8
122;534;8
122;535;8
122;667;7
122;857;8
122;1015;10
122;1045;8
122;1046;8
122;1172;8
122;1195;10
122;1210;8
122;1530;9
122;1546;8
122;1655;10
122;1840;10
123;45;8
123;16;9
123;133;5
123;149;7
123;154;7
123;205;7
123;270;7
123;322;7
123;341;6
123;389;6
123;433;7
123;437;5
123;457;10
123;530;6
123;634;6
123;665;7
123;724;5
123;741;6
123;746;6
123;770;5
123;790;9
123;850;6
123;853;7
123;877;5
123;974;5
123;1051;5
123;1102;4
123;1142;9
123;1192;6
